Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Spa Haven at the Westgrove Hotel,https://www.westgrovehotel.com/spa-opening-hours.html,35345989900,-6.681742,53.289727,Kildare,Clane,Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa,Food and Drink,Restaurant"
The Bank on College Green,http://www.bankoncollegegreen.com,+353(0)16770677,-6.2647803,53.3441752,Dublin,Dublin City Centre,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Vegetarian"
The Greenway Antiques and Bookstore,https://antiquesandbooks.com/,353872000000,-9.7731263,53.9073128,Mayo,,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Lilys Bar and Tea Room,https://lilys-bar-malin-town.business.site,353749000000,-7.260815,55.29485,Donegal,Malin,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Lanigan's Bar & Restaurant,http://www.lanigans.ie/about-lanigans-bar-kilkenny.asp,353568000000,-7.2514006,52.6515576,Kilkenny,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Clay Creations,https://www.bridlyonsceramics.com/,353873000000,-7.1376827,52.5256378,Kilkenny,Thomastown,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
IBAT College Dublin English Language School,http://www.ibat.ie,+353(0)18075055,-6.265724011,53.34548183,Dublin,,Ireland,Learning
Chain Driven Cycles,http://chaindrivencycles.com,353719000000,-8.472797,54.268375,Sligo,,Ireland,"Cycling,Activity Operator,Bike Rental,Food Shops,Shopping"
John Gray's Restaurant at the McWilliam Park Hotel,https://www.mcwilliampark.ie/john-grays-restaurant.html,353949000000,-8.9906133,53.7251871,Mayo,Claremorris,Ireland,"Food and Drink,Restaurant"
Kenmare Golf Club,http://www.kenmaregolfclub.com,353647000000,-9.579827,51.8787597,Kerry,Kenmare,Ireland,"Golf Course,Golf"
Rody Bolands,http://www.rodybolands.com,+353(0)14970336,-6.265386,53.321142,Dublin,Rathmines,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Bleu Note Bar & Club,,+353(0)18783371,-6.269079,53.34975,Dublin,Dublin City Centre,Republic of Ireland,
Avoca Handweavers Molls Gap,https://www.avoca.com/en/stores-and-cafes/molls-gap,353647000000,-9.6578619,51.9384107,Kerry,Kenmare,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
CJ's Restaurant,https://www.thelandmarkhotel.com/food/private-dining,353720000000,-8.0932412,53.9434489,Leitrim,,Ireland,"Food and Drink,Restaurant"
JJ Kavanagh Coach Hire Service,http://www.jjkavanagh.ie,+353(0)568831106,-7.578598,52.722655,Kilkenny,Urlingford,Republic of Ireland,"Covid Safety Charter,Transport,Coach,Road"
Brogans Bar,,+353(0)16799570,-6.266366,53.344308,Dublin,Dublin City Centre,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Coach House Coffee,http://www.facebook.com/coachhousecoffeeirl,35351295654,-7.406553,52.20132,Waterford,Kilmacthomas,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Cafe"
Fota Island Resort,https://www.fotaisland.ie/championship-cork-golf-club,353215000000,-8.291177,51.898761,Cork,,Republic of Ireland,"Golf Course,Covid Safety Charter,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
"O'Connor's Bar & Lounge, Tinahely",https://www.oconnorstinahely.com,35340238115,-6.4635975,52.799544,Wicklow,Tinahely,Republic of Ireland,"Food and Drink,Restaurant,Local Produce,Pubs and Bar,Seafood,Vegan,Vegetarian"
Burzza Restaurant,http://www.burzza.com,35351844969,-7.1116,52.2577626,Waterford,,Ireland,"Food and Drink,Restaurant"
The Burren Way - Irelandways.com,https://www.facebook.com/irelandways,+353(0)15252886,-9.346021872,52.93108626,Dublin,,Ireland,"Cycling,Walking,Activity Operator,Day Tour,Tour"
Roundwood Golf Club,http://www.roundwoodgolf.com,35312818488,-6.16176,53.084572,Wicklow,Newtown Mount Kennedy,Ireland,"Golf Course,Golf,Activity Operator"
Taylormade Tours,http://www.taylormadetours.ie,+353(0)429373033,-6.185417997,54.04067004,Louth,Carlingford,Republic of Ireland,"Activity Operator,Tour"
Cape Clear Island & Fastnet Cruises (Schull),http://www.capeclearferries.com,+353(0)2839159,-9.54457518,51.52486686,Cork,Schull,Republic of Ireland,"Transport,Cruising,Activity Operator,Boat,Tour,Coach,Road"
Angling Bleach Lough,http://www.bleachloughanglers.ie,,-8.812766368,52.61684953,Limerick,Kildimo,Republic of Ireland,"Fishing,Angling,Activity Operator,Boat,Tour"
Keogh's Bar and Restaurant,https://www.facebook.com/keoghsofkinvara/?rf=204116592941200,35391637145,-8.9375281,53.1386964,Galway,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant"
Goldsmiths,http://www.montclarehotel.ie/restaurant-and-bar.aspx,+353(0)16073800,-6.250999,53.341397,Dublin,Dublin City Centre,Republic of Ireland,"Food and Drink,Restaurant"
The House Restaurant at Cliff House Hotel,https://cliffhousehotel.ie/food-drink/house-restaurant,3532487800,-7.7151578,51.9487668,Waterford,Ardmore,Ireland,"Food and Drink,Restaurant,Fine Dining,Pubs and Bar,Seafood,Vegan,Vegetarian"
The Creamery Bar & Restaurant,http://creamerybar.com/the-bar,35361364114,-8.8131049,52.6964371,Clare,Bunratty,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
South Meath Golf Club,http://www.southmeathgolf.com,353863000000,-6.8105217,53.5275855,Meath,,Ireland,"Golf Course,Golf,Activity Operator"
Kilmaine - Church Walk,http://www.irishtrails.ie/Trail/Kilmaine---Church-walk/633/,,-9.1227567,53.5811547,Mayo,Kilmaine,Ireland,Walking
The Purty Kitchen,http://www.purtykitchen.com,+353(0)12843576,-6.14818,53.295214,Dublin,Dún Laoghaire,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
Waterford Cycling Tours,http://waterfordcyclingtours.rezgo.com/,+353(0)861292724,-7.1104261,52.25907397,Waterford,Waterford City,Ireland,"Cycling,Activity Operator,Tour"
Wagamama,http://www.wagamama.ie,+353(0)18219449,-6.391107722,53.39479313,Dublin,Blanchardstown,Ireland,"Food and Drink,Restaurant,Vegetarian"
Courtney's Bar,http://www.courtneysbar.com,353647000000,-9.5081496,52.0585565,Kerry,Killarney,Ireland,"Covid Safety Charter,Food and Drink,Pubs and Bar"
The Erin Giftstore,https://eringiftstore.com/,353214000000,-8.568096,51.9318122,Cork,Blarney,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Petersburg Outdoor Education Centre,http://www.petersburg.ie,353950000000,-9.385414,53.556676,Galway,Clonbur,Ireland,"Climbing,Activity Operator,Kayaking,Sailing,Walking"
Clara Lara Fun Park,http://www.claralara.ie,35340446161,-6.2775399,52.9746081,Wicklow,Rathdrum,Ireland,"Kayaking,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Zip Lining,Adventure Park"
Berehaven Golf and Amenity Park,http://www.berehavengolf.com,3532770700,-9.8605084,51.6541411,Cork,,Ireland,"Golf Course,Golf"
Thurles Racecourse,http://www.thurlesraces.ie,+353(0)50422253,-7.836620179,52.68892648,Tipperary,Thurles,Republic of Ireland,"Restaurant,Horse Riding,Equestrian,Race Course,Venue,Sports Venues,Food and Drink,Pubs and Bar"
Edman Collection,https://shop.princeaugust.ie/edman-collection-irish-gifts/,3532640222,-9.082187,51.900673,Cork,,Ireland,"Craft,Shopping,Food Shops"
Tipperary Crystal,https://www.tipperarycrystal.ie,35318809150,-6.3414831,53.4220473,Dublin,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Kilmore Angling - Eamonn Hayes,https://kilmoreangling.com,353872000000,-6.5881326,52.1727848,Wexford,,Ireland,"Fishing,Angling,Activity Operator"
The Cook & Gardener,https://www.rathmullanhouse.com/cook-and-gardener.html,353749000000,-7.5289587,55.1009136,Donegal,Rathmullan,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Stena Line,http://www.youtube.com/user/Stenaline,+44(0)8447707070,-6.3348084,52.2532206,Wexford,Rosslare Harbour,Ireland,"Transport,Coach,Road"
Waltons New School of Music - Irish Music Tasters,http://newschool.ie,35314781884,-6.264628787,53.34269774,Dublin,,Ireland,"Learning,Activity Operator,Shopping,Food Shops"
The Greenway Man - Cycling Tours,http://thegreenwayman.com,+353(0)868351233,-7.505768768,52.12919567,Waterford,Stradbally,Ireland,"Cycling,Activity Operator,Tour"
Bollard's Bar,https://www.facebook.com/pages/Bollards-Bar-Restaurant/195451840471515,353568000000,-7.253595,52.653486,Kilkenny,Kilkenny City,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Ceol na Coille – School of Irish Traditional Music,http://www.ceolnacoille.ie,353877000000,-7.7342787,54.9558392,Donegal,Letterkenny,Ireland,"Learning,Activity Operator,Venue,Music"
Pennefeather Café,https://www.facebook.com/pages/Pennefeather-Cafe/116955141763922?fref=ts,353568000000,-7.2527778,52.6511111,Kilkenny,,Ireland,"Food and Drink,Restaurant,Cafe"
Wagamama - Dundrum,http://twitter.com/wagamamaireland,+353(0)12157188,-6.243782192,53.28841363,Dublin,,Ireland,"Food and Drink,Restaurant,Vegetarian"
Chorus Café,https://www.facebook.com/ChorusCafeBistro,35316167088,-6.269597,53.3443,Dublin,,Republic of Ireland,"Food and Drink,Restaurant,Cafe"
Mervue Slí,http://www.irishheart.ie/sli,,-9.055076637,53.27159952,Galway,Galway City,Ireland,Walking
Sean Walsh Memorial Park,http://www.sdublincoco.ie,+353(0)14149000,-6.369029613,53.2844335,Dublin,Tallaght,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Public Park,Venue,Sports Venues"
Trails and Tales,http://www.trailsandtales.ie,+353(0)871213360,-6.3392515,53.2710603,Dublin,Ballycullen,Ireland,"Walking,Activity Operator,Tour"
Titanic Trail,http://www.titanic.ie,+353(0)872767218,-8.302930761,51.85176899,Cork,Cobh,Republic of Ireland,"Covid Safety Charter,Walking,Activity Operator,Tour"
Nenagh Golf Club,http://www.nenaghgolfclub.com,3536731476,-8.129712,52.903221,Tipperary,Nenagh,Republic of Ireland,"Golf Course,Golf"
Skelligphototours,https://www.skelligphoto.com/,353669000000,-10.27363583,51.82280554,Kerry,Ballinskelligs,Republic of Ireland,"Learning,Photography,Activity Operator,Tour"
Island Crafts,http://www.islandscrafts.com,3532820347,-9.373603,51.483363,Cork,Baltimore,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Carlow Tours,http://www.carlowtours.ie,+353(0)876509880,-6.932462202,52.83604055,Carlow,Carlow Town,Ireland,"Covid Safety Charter,Activity Operator,Tour"
The Oliver Plunkett,https://www.facebook.com/TheOliverPlunkett,353214000000,-8.4695883,51.8982219,Cork,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Kilternan Country Market,http://kilternancountrymarket.com,353871000000,-6.196442,53.239315,Dublin,Kilternan,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Castletroy Golf Club,https://www.castletroygolfclub.ie/,35361335753,-8.5679104,52.6594779,Limerick,,Ireland,"Golf Course,Golf,Activity Operator"
Private Giants Causeway Day Tour with Kennedy & Carr,https://kennedycarr.com/private-tours/giants-causeway-tour-from-dublin/,+353(0)15510005,-6.259742,53.3497623,Dublin,,Ireland,"Activity Operator,Tour"
Páidí Ó'Sé's Pub,http://paidiose.com/paidi-o-ses-pub,353669000000,-10.35625235,52.13340064,Kerry,Ventry,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Esquire  Bar & Restaurant,https://esquiretramore.ie,35351381324,-7.1521808,52.1613571,Waterford,Tramore,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Tyrrellspass Castle Restaurant,https://www.facebook.com/tyrrellspasscastle,353449000000,-7.3814541,53.3859014,Westmeath,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant"
Mullingar Sailing Club,http://www.mullingarsailingclub.ie,353449000000,-7.365765,53.556359,Westmeath,Mullingar,Ireland,"Sailing,Activity Operator"
Ballymoney Golf Course,http://www.ballymoneygolfclub.ie,353539000000,-6.2373855,52.6765938,Wexford,Ballymoney,Ireland,"Golf Course,Golf"
The Charles Brinsley Restaurant at Bloomfield House Hotel,http://www.bloomfieldhousehotel.ie/charles-brinsley-restaurant.html,353449000000,-7.3624063,53.4882115,Westmeath,Mullingar,Ireland,"Food and Drink,Restaurant"
Vanilla Browns Spa at the Absolute Hotel,http://vanillabrowns.com,35361463608,-8.6193562,52.6672947,Limerick,,Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
The Pine Rack,http://www.pinerack.com,353949000000,-9.281065622,53.75689984,Mayo,Ballintubber,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
County Longford Golf Club,http://www.countylongfordgolfclub.com,353433000000,-7.7814424,53.7210421,Longford,,Ireland,"Golf Course,Covid Safety Charter,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Lough Arrow,,+353(0)719165065,-8.321512016,54.05744039,Sligo,Ballymote,Republic of Ireland,"Fishing,Angling"
The Consummate Pro Golf Vacations Ireland,https://theconsummatepro.com,447818000000,-6.366855819,53.95901403,Louth,Blackrock,Republic of Ireland,"Golf,Activity Operator,Tour"
Ollie’s Tours,https://olliestours.com,353862000000,-8.9826356,52.844345,Clare,Ennis,Ireland,"Food and Drink,Restaurant,Walking,Activity Operator,Local Produce,Food Trails and Tour,Tour"
Castle Arch Pottery,https://www.castlearchpottery.ie/,353568000000,-7.250052,52.6493762,Kilkenny,,Ireland,"Craft,Shopping,Learning,Food Shops"
The Lime Tree Restaurant,https://www.limetreerestaurant.com,353647000000,-9.5821733,51.8783004,Kerry,Kenmare,Ireland,"Food and Drink,Restaurant"
Kilclooney Dolmen,http://ardara.ie/kilclooney-dolmen,353750000000,-8.43341,54.8178822,Donegal,,Ireland,
Kilbrannish Loop,http://www.irishtrails.ie/Trail/Kilbrannish-Loop/410/,,-6.775543661,52.68861646,Carlow,,Republic of Ireland,Walking
"7 Day Magnetic North Adventure Tour, Vagabond Tours of Ireland",http://www.instagram.com/vagabondireland,+353(0)15634358,-6.105779936,53.08443721,Wicklow,,Ireland,"Activity Operator,Tour"
Sonairte Food and Craft Market,http://www.sonairte.ie,353420000000,-6.257022,53.678076,Meath,Laytown,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Colgagh Lough,,+353(0)719161201,-8.338448329,54.27236003,Sligo,Fivemilebourne,Republic of Ireland,"Fishing,Angling"
Turas Éireann,http://turaseireann.ie,+353(0)894189990,-7.757720357,52.50953628,Tipperary,Fethard,Ireland,"Activity Operator,Tour"
Portumna Golf Club,http://www.portumnagolfclub.ie,353910000000,-8.256448,53.091054,Galway,Portumna,Republic of Ireland,"Golf Course,Golf,Activity Operator"
Courthouse Restaurant - Leitrim,http://thecourthouserest.com,353720000000,-8.285339,54.4475748,Leitrim,Kinlough,Ireland,"Food and Drink,Restaurant"
The Bective Restaurant,https://thebective.ie,353469000000,-6.8801158,53.7249238,Meath,Kells,Ireland,"Covid Safety Charter,Food and Drink,Restaurant"
Bobby Byrnes,https://www.bobbybyrnes.ie,35361316949,-8.6334374,52.6566929,Limerick,Limerick City,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
Preachers Pub ,https://www.templegatehotel.com/preachers-pub.html,353657000000,-8.9815126,52.8436011,Clare,Ennis,Republic of Ireland,"Food and Drink,Restaurant,Local Produce,Pubs and Bar,Vegetarian"
La Cave Wine Bar & Restaurant,http://www.lacavewinebar.com,35316794409,-6.259714,53.341034,Dublin,,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
O’Meara’s Garden Pavilion,http://www.omearasgardencentre.com,353449000000,-7.2906973,53.4806871,Westmeath,Mullingar,Ireland,"Gardening,Nature and Wildlife,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
Hargadon Bros,https://www.hargadons.com,353719000000,-8.4752199,54.2706953,Sligo,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
The Planet Ennis,http://www.planetennis.ie,+353(0)656866777,-8.993022,52.840654,Clare,Ennis,Republic of Ireland,"Activity Operator,Fast Food,Food and Drink,Restaurant"
Rosslare Golf Club,http://www.rosslaregolf.com,353539000000,-6.3944248,52.2841428,Wexford,Rosslare,Ireland,"Golf Course,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Sunfort English Language College,http://www.sunfort.com,3532248116,-8.801905969,52.27299105,Cork,Liscarroll,Republic of Ireland,Learning
The Spa at Fota Island Hotel,https://www.fotaisland.ie/luxury-spa-cork,353215000000,-8.2922835,51.9004228,Cork,,Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
Ryan's Bar and Restaurant,https://www.facebook.com/Ryansbarscarriff,35361921167,-8.532148,52.91065,Clare,Scarriff,Republic of Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Comeragh Mountains- Muddy Boots,https://www.facebook.com/pages/Muddyboots-guided-walking/214870518553709,+353(0)51875823,-7.725366679,52.2692651,Waterford,Lemybrien,Republic of Ireland,"Walking,Activity Operator,Tour"
Restaurant Chestnut,http://restaurantchestnutwestcork.ie,3532825766,-9.4606909,51.5625077,Cork,Ballydehob,Ireland,"Food and Drink,Restaurant"
Cooks Academy Ireland Culinary School,http://www.cooksacademy.com,+353(0)16111667,-6.262826,53.342051,Dublin,Dublin City,Republic of Ireland,"Cooking,Cookery,Learning,Activity Operator"
Dunhill Farmers Market,https://www.iomst.ie/market/dunhill-community-markets/,35351396234,-7.263773033,52.17176079,Waterford,,Republic of Ireland,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops"
Grogan's of Glasson,https://www.grogansofglasson.com,353906000000,-7.863703,53.470804,Westmeath,Glasson,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
Sightseeing Holidays In Donegal,http://www.real-ireland.com,+00353(0)749548891,-7.310172991,55.19151992,Donegal,,Republic of Ireland,"Activity Operator,Tour"
Irish Thoroughbred Breeders' Association,http://www.itba.ie,35345877543,-6.6051326,53.2451093,Kildare,Kill,Ireland,"Horse Riding,Equestrian"
The Celtic ConneXion - Walking,http://www.facebook.com/TheCelticConneXionTravelAgency/,+353(0)876677370,-8.439050274,52.80951741,Clare,Killaloe,Ireland,"Walking,Activity Operator"
Wilkin's Bar,https://www.facebook.com/pages/category/Bar---Grill/Wilkins-Bar-and-Lounge-342254825959056,353749000000,-7.8919011,54.9886467,Donegal,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Orchard Centre,http://www.theorchardcentre.ie,35340234940,-6.4012313,52.7916815,Wicklow,Tinahely,Ireland,"Covid Safety Charter,Activity Operator,Adventure Park"
Hidden Dublin Walks Ltd.,http://www.hiddendublinwalks.com/,353862000000,-6.27811,53.3455,Dublin,Dublin,Republic of Ireland,"Activity Operator,Tour,Walking"
Bru Chlann Lir - Geraghty Charters,http://www.bruchlannlir.com/Geraghty-Charters,3539785741,-10.1013155,54.1445685,Mayo,,Ireland,"Fishing,Angling,Activity Operator,Venue,Sports Venues"
Killarney Sports & Leisure Complex,http://killarney.coralleisure.ie/,+353(0)646636554,-9.485435931,52.06204667,Kerry,Killarney,Republic of Ireland,"Swimming,Swimming Pools and Water Park,Venue,Fitness and Leisure,Activity Operator"
Irish Herbal Roots,http://irishherbalroots.ie/workshops-and-events/,353878000000,-9.0760449,53.0376019,Clare,Carran,Republic of Ireland,"Learning,Walking,Activity Operator,Tour"
Overends,https://twitter.com/AirfieldDundrum,+353(0)19696666,-6.235170817,53.2879548,Dublin,Dundrum,Ireland,"Food and Drink,Restaurant,Cafe"
La Caverna Restaurant and Wine Bar,http://www.lacaverna.ie,35316703110,-6.263299923,53.3451117,Dublin,,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar"
Knockduv Loop,,,-8.633835633,52.31217974,Limerick,Ardpatrick,Republic of Ireland,Walking
Bleecker Street Café Bar,https://bleecker-street-cafe-bar.business.site,35318044459,-6.2639138,53.3571801,Dublin,Dublin,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Cafe,Local Produce,Pubs and Bar,Vegan,Vegetarian"
Rossan Knitwear Ltd.,http://www.rossanknitwear.ie,353750000000,-8.7476134,54.6921978,Donegal,,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Ballyliffin Golf Club,http://www.ballyliffingolfclub.com,353749000000,-7.3731136,55.2924165,Donegal,Ballyliffin,Ireland,"Golf Course,Covid Safety Charter,Golf,Driving Range,General,Golf Driving Range"
Sligo Yacht Club,http://www.sligoyachtclub.ie/,+353(0)719177168,-8.575777,54.306559,Sligo,Rosses Point,Republic of Ireland,"Sailing,Activity Operator"
La Boheme Restaurant and Wine Bar,http://www.labohemerestaurant.ie,35351875645,-7.113859,52.261618,Waterford,,Ireland,"Food and Drink,Restaurant"
Shamrock Taxi Tours,https://www.facebook.com/scenictour,+353(0)18157662,-6.392277495,53.37661766,Dublin,,Ireland,"Activity Operator,Tour"
Reel Irish Music Tours,https://reelirishmusictours.ie,353863000000,-7.4526224,55.1318283,Donegal,Buncrana,Ireland,"Activity Operator,Tour"
Cronin's Restaurant,https://www.croninsrestaurant.com,353647000000,-9.5065279,52.0595904,Kerry,Killarney,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Vegetarian"
Lady Betty Cobbe Café,https://facebook.com/Lady-Betty-Cobbe-Caf%C3%A9-445954555568812/?fref=ts,+353(0)868758220,-6.168041343,53.48695762,Dublin,Donabate,Ireland,"Food and Drink,Restaurant,Cafe"
Dublin Wine Trails,http://facebook.com/dublinwinetrails/,+353(0)863525015,-6.260180784,53.34936062,Dublin,Dublin City Centre,Ireland,"Food and Drink,Restaurant,Activity Operator,Food Trails and Tour,Tour"
Hammond Coach Hire,,+353(0)2247396,-8.716068,52.093519,Cork,Mallow,Republic of Ireland,"Transport,Coach,Road"
Otway Golf Club,https://www.facebook.com/pg/Otway-Golf-Club-Rathmullan-761324987411221/posts/?ref=page_internal,353878000000,-7.5276527,55.1345123,Donegal,,Ireland,"Golf Course,Golf"
Poppadom,http://www.poppadom.ie,353719000000,-8.4753609,54.271589,Sligo,,Ireland,"Food and Drink,Restaurant"
CP Adventure,https://www.cpadventure.ie,353875000000,-6.5712459,53.1416218,Wicklow,Blessington,Ireland,"Covid Safety Charter,Climbing,Activity Operator,Cycling,Kayaking,Walking,Zip Lining,Adventure Park,Cafe,Food and Drink,Bike Rental,Tour,Food Shops,Shopping"
White Gables Restaurant,http://www.whitegables.com,35391555744,-9.1805582,53.3379678,Galway,Moycullen,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Seafood"
Paddle & Pedal,http://www.paddleandpedal.ie,353877000000,-9.155745217,54.11696058,Mayo,Ballina,Ireland,"Cycling,Kayaking,Activity Operator,Venue,Sports Venues,Bike Rental,Tour"
Children's Art Workshops at the Cill Rialaig Arts Centre,https://cillrialaigartscentre.com/category/workshop,353669000000,-10.266434,51.832582,Kerry,Ballinskelligs,Ireland,"Craft,Shopping,Learning,Activity Operator,Cafe,Food and Drink"
WILD.,http://www.wildfullstop.com/index.php,353876000000,-9.949659,53.554087,Galway,Letterfrack,Ireland,"Walking,Activity Operator,Tour"
Kafe Katz,https://www.facebook.com/kafekatz/,353568000000,-7.2522043,52.6504216,Kilkenny,,Ireland,"Food and Drink,Restaurant,Cafe"
Ballyroe Heights Hotel Bar & Restaurant,http://www.ballyroe.com,353667000000,-9.750987,52.296605,Kerry,Tralee,Ireland,"Food and Drink,Restaurant"
Wicklow Boat Charters,http://www.wicklowboatcharters.ie/boattours.htm,353877000000,-6.0379968,52.9803051,Wicklow,,Ireland,"Covid Safety Charter,Activity Operator,Boat,Tour"
Killarney Shuttle Bus,http://www.killarneyshuttlebus.com,+353(0)871384384,-9.5112176,52.0579576,Kerry,Killarney,Ireland,"Activity Operator,Tour"
The Quays Bar & Restaurant,https://www.facebook.com/GogartysTempleBar?ref=ts&fref=ts#!/pages/The-Quays-Bar-Temple-Bar/139095186159015?fref=ts,+353(0)16713922,-6.263116,53.345635,Dublin,,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Clonshire Equestrian Centre,http://www.clonshire.com,35361396770,-8.8344568,52.5570248,Limerick,Adare,Ireland,"Covid Safety Charter,Horse Riding,Equestrian,Activity Operator"
McGarrigles Restaurant,https://www.facebook.com/mcgarriglesrestaurant1,353880000000,-8.27555,54.47998,Donegal,Bundoran,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Cafe,Vegetarian"
Elm Park Golf & Sports Club,http://www.elmparkgolfclub.ie,35312693438,-6.217228,53.3138971,Dublin,,Ireland,"Golf Course,Golf,Activity Operator"
Hanged Man's Pub,https://www.facebook.com/HangedMans-168881112472,35345431515,-6.864658,53.2034011,Kildare,Milltown,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Experience Cork,http://www.facebook.com/RisingSONSbrewery/,+353(0)861426145,-8.476518271,51.89960093,Cork,,Ireland,"Activity Operator,Tour"
The Cedar Tree,,+353(0)16772121,-6.26209,53.343245,Dublin,Dublin City Centre,Republic of Ireland,"Food and Drink,Restaurant"
The Royal Dublin Golf Club,https://www.theroyaldublingolfclub.com,35318336346,-6.1703587,53.3564795,Dublin,Dublin,Ireland,"Golf Course,Covid Safety Charter,Golf,Driving Range,General,Golf Driving Range,Activity Operator"
Jackson's Restaurant,https://jacksons.ie,353907000000,-8.1884667,53.6310426,Roscommon,,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Carlingford Sail Training Centre,https://www.carlingfordsailtrainingcentre.com,353869000000,-6.1915542,54.0516531,Louth,Carlingford,Republic of Ireland,"Sailing,Activity Operator"
Monasterboice Inn,https://monasterboice-inn.ie/restaurant,353420000000,-6.399683,53.769402,Louth,Drogheda,Ireland,"Food and Drink,Restaurant"
Esker Hills Golf Club,http://www.eskerhillsgolf.com,353579000000,-7.5654384,53.2955365,Offaly,,Ireland,"Golf Course,Golf,Activity Operator"
The Tasty Tart,http://thetastytart.ie,353880000000,-6.271249418,53.76077323,Louth,Termonfeckin,Ireland,"Cooking,Cookery,Learning,Food and Drink,Restaurant,Local Produce,Activity Operator"
Michael O’Sullivan Photography,http://mosullivanphoto.com,353862000000,-8.447749566,51.89859367,Cork,,Ireland,"Learning,Photography,Activity Operator"
Lakeview (Radharc na Locha) Coffee Shop,,35391574191,-9.543160592,53.37176848,Galway,,Ireland,"Food and Drink,Restaurant,Cafe"
Scoozi Restaurant,https://www.scoozis.ie/,353214000000,-8.4701182,51.8985221,Cork,,Ireland,"Food and Drink,Restaurant"
Powerscourt Townhouse Centre and Tour,https://www.powerscourtcentre.ie,35316794144,-6.2618173,53.3422365,Dublin,Dublin,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Whale Watch West Cork,http://www.whalewatchwestcork.com,353861000000,-9.373839,51.483085,Cork,Baltimore,Ireland,"Activity Operator,Boat,Tour"
Total Experience - Mobile Activities Events Company,http://www.totalexperience.ie,353869000000,-6.534421079,53.1704125,Wicklow,Blessington,Republic of Ireland,"Covid Safety Charter,Cycling,Kayaking,Activity Operator"
An Sibin Equestrian Centre,http://www.irishhorseriding.com,35361927411,-8.4042105,52.980229,Clare,,Ireland,"Horse Riding,Equestrian"
Viking Splash Tours,http://www.VikingSplash.com,+353(0)17076000,-6.257493,53.33913,Dublin,,Republic of Ireland,"Activity Operator,Tour"
